t,E,p1,p2,p3,L1,L2,L3
182841,-3.78974e+28,2.35809e+11,7.50966e+25,0,0,0,2.88371e+34
183647,-3.78974e+28,2.6158e+11,7.50966e+25,0,0,0,2.88371e+34
184452,-3.78974e+28,2.74467e+11,7.50966e+25,0,0,0,2.88371e+34
185258,-3.78974e+28,2.65879e+11,7.50966e+25,0,0,0,2.88371e+34
186063,-3.78974e+28,2.6588e+11,7.50966e+25,0,0,0,2.88371e+34
186869,-3.78974e+28,2.91652e+11,7.50966e+25,0,0,0,2.88371e+34
187674,-3.78974e+28,3.26013e+11,7.50966e+25,0,0,0,2.88371e+34
188480,-3.78974e+28,3.00245e+11,7.50966e+25,0,0,0,2.88371e+34
189285,-3.78974e+28,2.91657e+11,7.50966e+25,0,0,0,2.88371e+34
190091,-3.78974e+28,2.95953e+11,7.50966e+25,0,0,0,2.88371e+34
190896,-3.78974e+28,3.0884e+11,7.50966e+25,0,0,0,2.88371e+34
191702,-3.78974e+28,3.08842e+11,7.50966e+25,0,0,0,2.88371e+34
192507,-3.78974e+28,3.34613e+11,7.50966e+25,0,0,0,2.88371e+34
193313,-3.78974e+28,3.3891e+11,7.50966e+25,0,0,0,2.88371e+34
194118,-3.78974e+28,3.34616e+11,7.50966e+25,0,0,0,2.88371e+34
194923,-3.78974e+28,3.43208e+11,7.50966e+25,0,0,0,2.88371e+34
195729,-3.78974e+28,3.3462e+11,7.50966e+25,0,0,0,2.88371e+34
196534,-3.78974e+28,2.91671e+11,7.50966e+25,0,0,0,2.88371e+34
197340,-3.78974e+28,2.78788e+11,7.50966e+25,0,0,0,2.88371e+34
198145,-3.78974e+28,2.5302e+11,7.50966e+25,0,0,0,2.88371e+34
198951,-3.78974e+28,2.31547e+11,7.50966e+25,0,0,0,2.88371e+34
199756,-3.78974e+28,2.74498e+11,7.50966e+25,0,0,0,2.88371e+34
200562,-3.78974e+28,2.53025e+11,7.50966e+25,0,0,0,2.88371e+34
201367,-3.78974e+28,2.65911e+11,7.50966e+25,0,0,0,2.88371e+34
202173,-3.78974e+28,2.74503e+11,7.50966e+25,0,0,0,2.88371e+34
202978,-3.78974e+28,2.53029e+11,7.50966e+25,0,0,0,2.88371e+34
203784,-3.78974e+28,2.65916e+11,7.50966e+25,0,0,0,2.88371e+34
204589,-3.78974e+28,2.65917e+11,7.50966e+25,0,0,0,2.88371e+34
205395,-3.78974e+28,2.40149e+11,7.50966e+25,0,0,0,2.88371e+34
206200,-3.78974e+28,2.57331e+11,7.50966e+25,0,0,0,2.88371e+34
207006,-3.78974e+28,1.80023e+11,7.50966e+25,0,0,0,2.88371e+34
207811,-3.78974e+28,2.05794e+11,7.50966e+25,0,0,0,2.88371e+34
208616,-3.78974e+28,2.22975e+11,7.50966e+25,0,0,0,2.88371e+34
209422,-3.78974e+28,2.22977e+11,7.50966e+25,0,0,0,2.88371e+34
210227,-3.78974e+28,1.97209e+11,7.50966e+25,0,0,0,2.88371e+34
211033,-3.78974e+28,1.8862e+11,7.50966e+25,0,0,0,2.88371e+34
211838,-3.78974e+28,1.62852e+11,7.50966e+25,0,0,0,2.88371e+34
212644,-3.78974e+28,1.54263e+11,7.50966e+25,0,0,0,2.88371e+34
213449,-3.78974e+28,1.28495e+11,7.50966e+25,0,0,0,2.88371e+34
214255,-3.78974e+28,1.19907e+11,7.50966e+25,0,0,0,2.88371e+34
215060,-3.78974e+28,1.28498e+11,7.50966e+25,0,0,0,2.88371e+34
215866,-3.78974e+28,6.837e+10,7.50966e+25,0,0,0,2.88371e+34
216671,-3.78974e+28,1.45681e+11,7.50966e+25,0,0,0,2.88371e+34
217477,-3.78974e+28,1.45682e+11,7.50966e+25,0,0,0,2.88371e+34
218282,-3.78974e+28,1.54274e+11,7.50966e+25,0,0,0,2.88371e+34
219088,-3.78974e+28,1.02736e+11,7.50966e+25,0,0,0,2.88371e+34
219893,-3.78974e+28,6.83773e+10,7.50966e+25,0,0,0,2.88371e+34
220699,-3.78974e+28,9.41486e+10,7.50966e+25,0,0,0,2.88371e+34
221504,-3.78974e+28,1.2851e+11,7.50966e+25,0,0,0,2.88371e+34
222309,-3.78974e+28,1.11331e+11,7.50966e+25,0,0,0,2.88371e+34
223115,-3.78974e+28,1.71462e+11,7.50966e+25,0,0,0,2.88371e+34
223920,-3.78974e+28,1.19924e+11,7.50966e+25,0,0,0,2.88371e+34
224726,-3.78974e+28,1.19926e+11,7.50966e+25,0,0,0,2.88371e+34
225531,-3.78974e+28,1.37107e+11,7.50966e+25,0,0,0,2.88371e+34
226337,-3.78974e+28,1.37108e+11,7.50966e+25,0,0,0,2.88371e+34
227142,-3.78974e+28,1.3711e+11,7.50966e+25,0,0,0,2.88371e+34
227948,-3.78974e+28,1.62881e+11,7.50966e+25,0,0,0,2.88371e+34
228753,-3.78974e+28,1.62882e+11,7.50966e+25,0,0,0,2.88371e+34
229559,-3.78974e+28,1.88654e+11,7.50966e+25,0,0,0,2.88371e+34
230364,-3.78974e+28,2.40195e+11,7.50966e+25,0,0,0,2.88371e+34
231170,-3.78974e+28,2.40196e+11,7.50966e+25,0,0,0,2.88371e+34
231975,-3.78974e+28,2.57377e+11,7.50966e+25,0,0,0,2.88371e+34
232781,-3.78974e+28,2.05839e+11,7.50966e+25,0,0,0,2.88371e+34
233586,-3.78974e+28,1.8866e+11,7.50966e+25,0,0,0,2.88371e+34
234391,-3.78974e+28,1.88662e+11,7.50966e+25,0,0,0,2.88371e+34
235197,-3.78974e+28,1.62893e+11,7.50966e+25,0,0,0,2.88371e+34
236002,-3.78974e+28,2.05844e+11,7.50966e+25,0,0,0,2.88371e+34
236808,-3.78974e+28,2.05846e+11,7.50966e+25,0,0,0,2.88371e+34
237613,-3.78974e+28,2.23027e+11,7.50966e+25,0,0,0,2.88371e+34
238419,-3.78974e+28,2.05849e+11,7.50966e+25,0,0,0,2.88371e+34
239224,-3.78974e+28,1.8867e+11,7.50966e+25,0,0,0,2.88371e+34
240030,-3.78974e+28,1.54312e+11,7.50966e+25,0,0,0,2.88371e+34
240835,-3.78974e+28,1.28543e+11,7.50966e+25,0,0,0,2.88371e+34
241641,-3.78974e+28,6.8415e+10,7.50966e+25,0,0,0,2.88371e+34
242446,-3.78974e+28,1.02776e+11,7.50966e+25,0,0,0,2.88371e+34
243252,-3.78974e+28,9.41874e+10,7.50966e+25,0,0,0,2.88371e+34
244057,-3.78974e+28,1.02779e+11,7.50966e+25,0,0,0,2.88371e+34
244863,-3.78974e+28,5.12404e+10,7.50966e+25,0,0,0,2.88371e+34
245668,-3.78974e+28,4.26518e+10,7.50966e+25,0,0,0,2.88371e+34
246474,-3.78974e+28,-3.46563e+10,7.50966e+25,0,0,0,2.88371e+34
247279,-3.78974e+28,-6.90147e+10,7.50966e+25,0,0,0,2.88371e+34
248084,-3.78974e+28,-8.61933e+10,7.50966e+25,0,0,0,2.88371e+34
248890,-3.78974e+28,-9.47819e+10,7.50966e+25,0,0,0,2.88371e+34
249695,-3.78974e+28,-6.90108e+10,7.50966e+25,0,0,0,2.88371e+34
250501,-3.78974e+28,-9.47793e+10,7.50966e+25,0,0,0,2.88371e+34
251306,-3.78974e+28,-1.20548e+11,7.50966e+25,0,0,0,2.88371e+34
252112,-3.78974e+28,-1.11957e+11,7.50966e+25,0,0,0,2.88371e+34
252917,-3.78974e+28,-1.11955e+11,7.50966e+25,0,0,0,2.88371e+34
253723,-3.78974e+28,-1.54904e+11,7.50966e+25,0,0,0,2.88371e+34
254528,-3.78974e+28,-1.54902e+11,7.50966e+25,0,0,0,2.88371e+34
255334,-3.78974e+28,-1.97851e+11,7.50966e+25,0,0,0,2.88371e+34
256139,-3.78974e+28,-1.8067e+11,7.50966e+25,0,0,0,2.88371e+34
256945,-3.78974e+28,-1.54899e+11,7.50966e+25,0,0,0,2.88371e+34
