t,x1,y1,z1
1.20176e+07,-1.09627e+11,1.01566e+11,0
1.20256e+07,-1.0979e+11,1.01389e+11,0
1.20337e+07,-1.09953e+11,1.01213e+11,0
1.20418e+07,-1.10115e+11,1.01036e+11,0
1.20498e+07,-1.10277e+11,1.00859e+11,0
1.20579e+07,-1.10439e+11,1.00681e+11,0
1.20659e+07,-1.106e+11,1.00504e+11,0
1.2074e+07,-1.10762e+11,1.00326e+11,0
1.2082e+07,-1.10923e+11,1.00148e+11,0
1.20901e+07,-1.11083e+11,9.99691e+10,0
1.20981e+07,-1.11244e+11,9.97905e+10,0
1.21062e+07,-1.11404e+11,9.96115e+10,0
1.21142e+07,-1.11564e+11,9.94323e+10,0
1.21223e+07,-1.11723e+11,9.92529e+10,0
1.21304e+07,-1.11883e+11,9.90732e+10,0
1.21384e+07,-1.12042e+11,9.88932e+10,0
1.21465e+07,-1.122e+11,9.8713e+10,0
1.21545e+07,-1.12359e+11,9.85325e+10,0
1.21626e+07,-1.12517e+11,9.83518e+10,0
1.21706e+07,-1.12675e+11,9.81708e+10,0
1.21787e+07,-1.12832e+11,9.79896e+10,0
1.21867e+07,-1.12989e+11,9.78081e+10,0
1.21948e+07,-1.13146e+11,9.76264e+10,0
1.22029e+07,-1.13303e+11,9.74444e+10,0
1.22109e+07,-1.13459e+11,9.72622e+10,0
1.2219e+07,-1.13615e+11,9.70797e+10,0
1.2227e+07,-1.13771e+11,9.68969e+10,0
1.22351e+07,-1.13927e+11,9.67139e+10,0
1.22431e+07,-1.14082e+11,9.65307e+10,0
1.22512e+07,-1.14237e+11,9.63472e+10,0
1.22592e+07,-1.14391e+11,9.61635e+10,0
1.22673e+07,-1.14546e+11,9.59795e+10,0
1.22753e+07,-1.147e+11,9.57952e+10,0
1.22834e+07,-1.14853e+11,9.56108e+10,0
1.22915e+07,-1.15007e+11,9.5426e+10,0
1.22995e+07,-1.1516e+11,9.5241e+10,0
1.23076e+07,-1.15313e+11,9.50558e+10,0
1.23156e+07,-1.15465e+11,9.48704e+10,0
1.23237e+07,-1.15617e+11,9.46846e+10,0
1.23317e+07,-1.15769e+11,9.44987e+10,0
1.23398e+07,-1.15921e+11,9.43125e+10,0
1.23478e+07,-1.16072e+11,9.4126e+10,0
1.23559e+07,-1.16223e+11,9.39394e+10,0
1.23639e+07,-1.16374e+11,9.37524e+10,0
1.2372e+07,-1.16524e+11,9.35653e+10,0
1.23801e+07,-1.16674e+11,9.33778e+10,0
1.23881e+07,-1.16824e+11,9.31902e+10,0
1.23962e+07,-1.16974e+11,9.30023e+10,0
1.24042e+07,-1.17123e+11,9.28142e+10,0
1.24123e+07,-1.17272e+11,9.26258e+10,0
1.24203e+07,-1.17421e+11,9.24372e+10,0
1.24284e+07,-1.17569e+11,9.22483e+10,0
1.24364e+07,-1.17717e+11,9.20592e+10,0
1.24445e+07,-1.17865e+11,9.18699e+10,0
1.24525e+07,-1.18012e+11,9.16804e+10,0
1.24606e+07,-1.18159e+11,9.14906e+10,0
1.24687e+07,-1.18306e+11,9.13005e+10,0
1.24767e+07,-1.18452e+11,9.11102e+10,0
1.24848e+07,-1.18599e+11,9.09197e+10,0
1.24928e+07,-1.18744e+11,9.0729e+10,0
1.25009e+07,-1.1889e+11,9.0538e+10,0
1.25089e+07,-1.19035e+11,9.03468e+10,0
1.2517e+07,-1.1918e+11,9.01554e+10,0
1.2525e+07,-1.19325e+11,8.99637e+10,0
1.25331e+07,-1.19469e+11,8.97718e+10,0
1.25411e+07,-1.19613e+11,8.95797e+10,0
1.25492e+07,-1.19757e+11,8.93873e+10,0
1.25573e+07,-1.199e+11,8.91947e+10,0
1.25653e+07,-1.20043e+11,8.90019e+10,0
1.25734e+07,-1.20186e+11,8.88088e+10,0
1.25814e+07,-1.20329e+11,8.86155e+10,0
1.25895e+07,-1.20471e+11,8.8422e+10,0
1.25975e+07,-1.20613e+11,8.82282e+10,0
1.26056e+07,-1.20754e+11,8.80343e+10,0
1.26136e+07,-1.20895e+11,8.78401e+10,0
1.26217e+07,-1.21036e+11,8.76456e+10,0
1.26297e+07,-1.21177e+11,8.7451e+10,0
1.26378e+07,-1.21317e+11,8.72561e+10,0
1.26459e+07,-1.21457e+11,8.7061e+10,0
1.26539e+07,-1.21597e+11,8.68657e+10,0
1.2662e+07,-1.21736e+11,8.66701e+10,0
1.267e+07,-1.21875e+11,8.64743e+10,0
1.26781e+07,-1.22014e+11,8.62783e+10,0
1.26861e+07,-1.22153e+11,8.60821e+10,0
1.26942e+07,-1.22291e+11,8.58857e+10,0
1.27022e+07,-1.22428e+11,8.5689e+10,0
1.27103e+07,-1.22566e+11,8.54921e+10,0
1.27184e+07,-1.22703e+11,8.5295e+10,0
1.27264e+07,-1.2284e+11,8.50977e+10,0
1.27345e+07,-1.22976e+11,8.49001e+10,0
1.27425e+07,-1.23113e+11,8.47023e+10,0
1.27506e+07,-1.23248e+11,8.45044e+10,0
1.27586e+07,-1.23384e+11,8.43062e+10,0
1.27667e+07,-1.23519e+11,8.41077e+10,0
1.27747e+07,-1.23654e+11,8.39091e+10,0
1.27828e+07,-1.23789e+11,8.37102e+10,0
1.27908e+07,-1.23923e+11,8.35112e+10,0
1.27989e+07,-1.24057e+11,8.33119e+10,0
1.2807e+07,-1.24191e+11,8.31124e+10,0
1.2815e+07,-1.24324e+11,8.29127e+10,0
1.28231e+07,-1.24457e+11,8.27127e+10,0
1.28311e+07,-1.2459e+11,8.25126e+10,0
1.28392e+07,-1.24722e+11,8.23122e+10,0
1.28472e+07,-1.24854e+11,8.21116e+10,0
1.28553e+07,-1.24986e+11,8.19109e+10,0
1.28633e+07,-1.25117e+11,8.17099e+10,0
1.28714e+07,-1.25248e+11,8.15087e+10,0
1.28794e+07,-1.25379e+11,8.13073e+10,0
1.28875e+07,-1.2551e+11,8.11056e+10,0
1.28956e+07,-1.2564e+11,8.09038e+10,0
1.29036e+07,-1.25769e+11,8.07017e+10,0
1.29117e+07,-1.25899e+11,8.04995e+10,0
1.29197e+07,-1.26028e+11,8.0297e+10,0
1.29278e+07,-1.26157e+11,8.00944e+10,0
1.29358e+07,-1.26285e+11,7.98915e+10,0
1.29439e+07,-1.26413e+11,7.96884e+10,0
1.29519e+07,-1.26541e+11,7.94851e+10,0
1.296e+07,-1.26669e+11,7.92816e+10,0
1.2968e+07,-1.26796e+11,7.9078e+10,0
1.29761e+07,-1.26923e+11,7.88741e+10,0
1.29842e+07,-1.27049e+11,7.867e+10,0
1.29922e+07,-1.27176e+11,7.84656e+10,0
1.30003e+07,-1.27301e+11,7.82611e+10,0
1.30083e+07,-1.27427e+11,7.80564e+10,0
1.30164e+07,-1.27552e+11,7.78515e+10,0
1.30244e+07,-1.27677e+11,7.76464e+10,0
1.30325e+07,-1.27802e+11,7.74411e+10,0
1.30405e+07,-1.27926e+11,7.72356e+10,0
1.30486e+07,-1.2805e+11,7.70299e+10,0
1.30566e+07,-1.28173e+11,7.6824e+10,0
1.30647e+07,-1.28296e+11,7.66178e+10,0
